icpsr,candidate,chamber,state_dist,cand_party,party_code,candidate_is_incumbent,location,partisanship,incumbent_rep,incumbent_party,incumbent_elected,incumbent_status,congress,bioname,bioguide_id,born,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,nokken_poole_dim1,nokken_poole_dim2,senate_class,new_class_code_senate,text_stem,screen_name,official_screen_name,alternate_names,first_name,special_name,candidate_encoding_issues,GeneralElec
20757,Andre Carson,House,IN-07,D,100,1,Indiana 7,D+11,Andre Carson,Democratic,2008 (Special),Incumbent running.,NA,"CARSON, Andrí©",C001072,1974,-0.431,0.06,-38.10795,0.94542,679,12,-0.551,0.292,NA,NA,IN-07-carson_andre-,NA,NA,Andre© Carson,Andre,first_last,NA,
610210007,Andres Portela,House,AZ-02,D,100,0,Arizona 2,R+1,Ann Kirkpatrick,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ-02-portela_andres-,NA,NA,Andres Portela,Andres,first_last,NA,
220520002,Andrew Bales,House,IN-05,R,200,0,Indiana 5,R+9,Susan Brooks,Republican,2012,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IN-05-bales_andrew-,@AndrewPBales,NA,Andrew Bales,Andrew,first_last,NA,
441010002,Andrew Ferguson,House,GA-10,D,100,0,Georgia 10,R+15,Jody Hice,Republican,2014,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GA-10-ferguson_andrew-,NA,NA,Andrew Ferguson,Andrew,first_last,NA,
130220003,Andrew Garbarino,House,NY-02,R,200,0,New York 2,R+3,Peter King,Republican,1992,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY-02-garbarino_andrew-,@GarbarinoforNY,NA,Andrew Garbarino,Andrew,first_last,NA,
230320010,Andrew Jackson Willis,House,MI-03,R,200,0,Michigan 3,R+6,Justin Amash,Independent,2010,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI-03-willis_andrewjackson-,@Andrew_JacksonW,NA,Andrew Willis,Andrew,mid_name,NA,
400720004,Andrew Knaggs,House,VA-07,R,200,0,Virginia 7,R+6,Abigail Spanberger,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VA-07-knaggs_andrew-,@AndrewKnaggsVA,NA,Andrew Knaggs,Andrew,first_last,NA,
430420008,Andrew Saltman,House,FL-04,R,200,0,Florida 4,R+17,John Rutherford,Republican,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-04-saltman_andrew-,NA,NA,Andrew Saltman,Andrew,first_last,NA,
220110020,Andrew Sylwestrowicz,House,IN-01,D,100,0,Indiana 1,D+8,Pete Visclosky,Democratic,1984,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IN-01-sylwestrowicz_andrew-,@firecaptainandy,NA,Andrew Sylwestrowicz,Andrew,first_last,NA,
230632806,Andrew Tidwell,House,MI-06,I,328,0,Michigan 6,R+4,Fred Upton,Republican,1986,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI-06-tidwell_andrew-,NA,NA,Andrew Tidwell,Andrew,first_last,NA,
400220001,Andy Baan,House,VA-02,R,200,0,Virginia 2,R+3,Elaine Luria,Democratic,2018,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VA-02-baan_andy-,@andybaan,NA,Andy Baan,Andy,first_last,NA,
21333,Andy Barr,House,KY-06,R,200,1,Kentucky 6,R+9,Andy Barr,Republican,2012,Incumbent running.,NA,"BARR, Garland H. (Andy) IV",B001282,1973,0.492,0.287,-96.22182,0.86751,677,43,0.503,0.221,NA,NA,KY-06-barr_andy-,@barrforcongress,@RepAndyBarr,Andy Barr,Andy,first_last,NA,
21705,Andy Biggs,House,AZ-05,R,200,1,Arizona 5,R+15,Andy Biggs,Republican,2016,Incumbent running.,NA,"BIGGS, Andrew S.",B001302,1958,0.882,-0.471,-89.8975,0.87444,670,29,1,-0.03,NA,NA,AZ-05-biggs_andy-,@andybiggs4az,@RepAndyBiggsAZ,Andy Biggs,Andy,first_last,NA,
712420001,Andy Caldwell,House,CA-24,R,200,0,California 24,D+7,Salud Carbajal,Democratic,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-24-caldwell_andy-,@CaldwellCA24,NA,Andy Caldwell,Andy,first_last,NA,
21139,Andy Harris,House,MD-01,R,200,1,Maryland 1,R+14,Andy Harris,Republican,2010,Incumbent running.,NA,"HARRIS, Andy",H001052,1957,0.655,-0.378,-130.35246,0.82391,673,52,0.768,-0.446,NA,NA,MD-01-harris_andy-,@Harris4Congress,Andy Harris,Andy Harris,Andy,first_last,NA,
220510012,Andy Jacobs,House,IN-05,D,100,0,Indiana 5,R+9,Susan Brooks,Republican,2012,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IN-05-jacobs_andy-,"@AndyJacobs2020
",NA,Andy Jacobs,Andy,first_last,NA,
21937,Andy Kim,House,NJ-03,D,100,1,New Jersey 3,R+2,Andy Kim,Democratic,2018,Incumbent running.,NA,"KIM, Andy",K000394,1982,-0.266,0.388,-42.43789,0.93984,684,15,-0.266,0.388,NA,NA,NJ-03-kim_andy-,@AndyKimNJ,@RepAndyKimNJ,Andy Kim,Andy,first_last,NA,
21940,Andy Levin,House,MI-09,D,100,1,Michigan 9,D+4,Andy Levin,Democratic,2018,Incumbent's intent unknown.,NA,"LEVIN, Andy",L000592,1960,-0.514,-0.527,-9.86381,0.98564,682,4,-0.514,-0.527,NA,NA,MI-09-levin_andy-,@Andy_Levin,@RepAndyLevin,Andy Levin,Andy,first_last,NA,
140120004,Andy Meehan,House,PA-01,R,200,0,Pennsylvania 1,R+1,Brian Fitzpatrick,Republican,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA-01-meehan_andy-,@MeehanCampaign,NA,Andy Meehan,Andy,first_last,NA,
220910007,Andy Ruff,House,IN-09,D,100,0,Indiana 9,R+13,Trey Hollingsworth,Republican,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IN-09-ruff_andy-,@AndyRuffIN9,NA,Andy Ruff,Andy,first_last,NA,
470210006,Andy Terrell,House,NC-02,D,100,0,North Carolina 2,D+9,George Holding,Republican,2012,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC-02-terrell_andy-,@AndyTerrellNC,NA,Andy Terrell,Andy,first_last,NA,
250110001,Angela Cunningham,House,WI-01,D,100,0,Wisconsin 1,R+5,Bryan Steil,Republican,2018,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WI-01-cunningham_angela-,@ForCunningham,NA,Angela Cunningham,Angela,first_last,NA,
720520004,Angela Roman,House,OR-05,R,200,0,Oregon 5,EVEN,Kurt Schrader,Democratic,2008,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OR-05-roman_angela-,@RomanForOregon,NA,Angela Roman,Angela,first_last,NA,
712910002,Angelica Maria Dueñas,House,CA-29,D,100,0,California 29,D+29,Tony Cardenas,Democratic,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-29-dueñas_angelicamaria-,NA,NA,Angelica DueÃ±as,Angelica,mid_name,NA,
230610004,Angelica Pastor-Diaz,House,MI-06,D,100,0,Michigan 6,R+4,Fred Upton,Republican,1986,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI-06-pastor-diaz_angelica-,NA,NA,Angelica Pastor-Diaz,Angelica,first_last,NA,
21910,Angie Craig,House,MN-02,D,100,1,Minnesota 2,R+2,Angie Craig,Democratic,2018,Incumbent running.,NA,"CRAIG, Angela",C001119,1972,-0.299,0.681,-67.75062,0.9057,684,21,-0.299,0.681,NA,NA,MN-02-craig_angie-,@AngieCraigMN,@RepAngieCraig,Angie Craig,Angie,first_last,NA,
30610002,Angus McQuilken,House,MA-06,D,100,0,Massachusetts 6,D+6,Seth Moulton,Democratic,2014,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA-06-mcquilken_angus-,@Angus4Congress,NA,Angus McQuilken,Angus,first_last,NA,
712510012,Anibal Valdez-Ortega,House,CA-25,D,100,0,California 25,EVEN,Vacant,Vacant,2020 (Special),Incumbent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-25-valdez-ortega_anibal-,NA,NA,Anibal Valdez-Ortega,Anibal,first_last,NA,
660320006,Anise Golden-Morpor,House,NM-03,R,200,0,New Mexico 3,D+8,Ben Ray Lujan,Democratic,2008,Incumbent retiring to run for U.S. senator.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM-03-golden-morpor_anise-,NA,NA,Anise Golden-Morpor,Anise,first_last,NA,
492020006,Anita Kegley,House,TX-20,R,200,0,Texas 20,D+10,Joaquin Castro,Democratic,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-20-kegley_anita-,@AnitaKegley10,NA,Anita Kegley,Anita,first_last,NA,
610610002,Anita Malik,House,AZ-06,D,100,0,Arizona 6,R+9,David Schweikert,Republican,2010,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ-06-malik_anita-,@AnitaMalik,NA,Anita Malik,Anita,first_last,NA,
350210001,Ann Ashford,House,NE-02,D,100,0,Nebraska 2,R+4,Don Bacon,Republican,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE-02-ashford_ann-,@Ann_Ashford,NA,Ann Ashford,Ann,first_last,NA,
20902,Ann Kirkpatrick,House,AZ-02,D,100,1,Arizona 2,R+1,Ann Kirkpatrick,Democratic,2018,Incumbent running.,NA,"KIRKPATRICK, Ann",K000368,1950,-0.163,-0.006,-40.94177,0.93318,592,17,-0.362,0.422,NA,NA,AZ-02-kirkpatrick_ann-,@Ann_Kirkpatrick,@RepKirkpatrick,Ann Kirkpatrick,Ann,first_last,NA,
21340,Ann Kuster,House,NH-02,D,100,1,New Hampshire 2,D+2,Ann Kuster,Democratic,2012,Incumbent running.,NA,"KUSTER, Ann McLane",K000382,1956,-0.255,-0.128,-24.67145,0.964,673,7,-0.323,0.061,NA,NA,NH-02-kuster_ann-,@AnnMcLaneKuster,@RepAnnieKuster,Ann Kuster,Ann,first_last,NA,
21337,Ann Wagner,House,MO-02,R,200,1,Missouri 2,R+8,Ann Wagner,Republican,2012,Incumbent's intent unknown.,NA,"WAGNER, Ann",W000812,1962,0.45,0.151,-112.57466,0.8447,667,51,0.41,0.122,NA,NA,MO-02-wagner_ann-,@AnnLWagner,@RepAnnWagner,Ann Wagner,Ann,first_last,NA,
29312,Anna Eshoo,House,CA-18,D,100,1,California 18,D+23,Anna Eshoo,Democratic,1992,Incumbent running.,NA,"ESHOO, Anna Georges",E000215,1942,-0.381,-0.427,-11.79998,0.98233,662,6,-0.36,-0.229,NA,NA,CA-18-eshoo_anna-,@Eshoo4Congress,@RepAnnaEshoo,Anna Eshoo,Anna,first_last,NA,
431320007,Anna Paulina Luna,House,FL-13,R,200,0,Florida 13,D+2,Charlie Crist,Democratic,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-13-paulinaluna_anna-,@realannapaulina,NA,Anna Paulina Luna,Anna,last_name,NA,
610420005,Anne Marie Ward,House,AZ-04,R,200,0,Arizona 4,R+21,Paul Gosar,Republican,2010,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ-04-ward_annemarie-,@annemariewardaz,NA,Anne Ward,Anne,mid_name,NA,
715310009,Annette Meza,House,CA-53,D,100,0,California 53,D+14,Susan Davis,Democratic,2000,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-53-meza_annette-,@annettevmeza,NA,Annette Meza,Annette,first_last,NA,
491620001,Anthony Aguero,House,TX-16,R,200,0,Texas 16,D+17,Veronica Escobar,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-16-aguero_anthony-,@AgueroForTexas,NA,Anthony Aguero,Anthony,first_last,NA,
21904,Anthony Brindisi,House,NY-22,D,100,1,New York 22,R+6,Anthony Brindisi,Democratic,2018,Incumbent running.,NA,"BRINDISI, Anthony",B001308,1978,-0.153,0.577,-120.53098,0.83779,681,42,-0.153,0.577,NA,NA,NY-22-brindisi_anthony-,@ABrindisiNY,@RepBrindisi,Anthony Brindisi,Anthony,first_last,NA,
21707,Anthony Brown,House,MD-04,D,100,1,Maryland 4,D+28,Anthony Brown,Democratic,2016,Incumbent running.,NA,"BROWN, Anthony Gregory",B001304,1961,-0.343,-0.151,-25.63264,0.96306,681,11,-0.356,-0.071,NA,NA,MD-04-brown_anthony-,@AnthonyBrownMD4,@RepAnthonyBrown,Anthony Brown,Anthony,first_last,NA,
231210001,Anthony Carbonaro,House,MI-12,D,100,0,Michigan 12,D+14,Debbie Dingell,Democratic,2014,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI-12-carbonaro_anthony-,@AMCarbonaro,NA,Anthony Carbonaro,Anthony,first_last,NA,
211420001,Anthony Catella,House,IL-14,R,200,0,Illinois 14,R+5,Lauren Underwood,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-14-catella_anthony-,NA,NA,Anthony Catella,Anthony,first_last,NA,
210710002,Anthony Clark,House,IL-07,D,100,0,Illinois 7,D+38,Danny Davis,Democratic,1996,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-07-clark_anthony-,@anthonyvclark20,NA,Anthony Clark,Anthony,first_last,NA,
430932803,Anthony Davila,House,FL-09,I,328,0,Florida 9,D+5,Darren Soto,Democratic,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-09-davila_anthony-,NA,NA,Anthony Davila,Anthony,first_last,NA,
230410001,Anthony Feig,House,MI-04,D,100,0,Michigan 4,R+10,John Moolenaar,Republican,2014,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI-04-feig_anthony-,@AnthonyFeig,NA,Anthony Feig,Anthony,first_last,NA,
714010003,Anthony Felix Jr.,House,CA-40,D,100,0,California 40,D+33,Lucille Roybal-Allard,Democratic,1992,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-40-felixjr_anthony-,@AnthonyFelixJr,NA,Anthony Felix,Anthony,junior,NA,
21924,Anthony Gonzalez,House,OH-16,R,200,1,Ohio 16,R+8,Anthony Gonzalez,Republican,2018,Incumbent running.,NA,"GONZALEZ, Anthony",G000588,1984,0.293,0.225,-94.26758,0.8702,678,35,0.293,0.225,NA,NA,OH-16-gonzalez_anthony-,@anthonygonzalez,@RepAGonzalez,Anthony Gonzalez,Anthony,first_last,NA,
650110002,Anthony Thomas Jr.,House,NV-01,D,100,0,Nevada 1,D+15,Dina Titus,Democratic,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV-01-thomasjr_anthony-,@US_ATJ,NA,Anthony Thomas,Anthony,junior,NA,
131420012,Antoine Tucker,House,NY-14,R,200,0,New York 14,D+29,Alexandria Ocasio-Cortez,Democratic,2018,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY-14-tucker_antoine-,@montaga,NA,Antoine Tucker,Antoine,first_last,NA,
330510006,Antone Melton-Meaux,House,MN-05,D,100,0,Minnesota 5,D+26,Ilhan Omar,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MN-05-melton-meaux_antone-,@Antone_MN,NA,Antone Melton-Meaux,Antone,first_last,NA,
460110001,Antonia Eliason,House,MS-01,D,100,0,Mississippi 1,R+16,Trent Kelly,Republican,2015 (Special),Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS-01-eliason_antonia-,@Antonia4MS1,NA,Antonia Eliason,Antonia,first_last,NA,
710920001,Antonio C. Amador,House,CA-09,R,200,0,California 9,D+8,Jerry McNerney,Democratic,2006,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-09-amador_antonio-,@tonyamador,NA,Antonio Amador,Antonio,mid_init,NA,
21916,Antonio Delgado,House,NY-19,D,100,1,New York 19,R+2,Antonio Delgado,Democratic,2018,Incumbent running.,NA,"DELGADO, Antonio",D000630,1977,-0.205,0.164,-52.2243,0.92649,684,16,-0.205,0.164,NA,NA,NY-19-delgado_antonio-,@DelgadoforNY19,@repdelgado,Antonio Delgado,Antonio,first_last,NA,
431932804,Antonio Dumornay,House,FL-19,I,328,0,Florida 19,R+13,Francis Rooney,Republican,2016,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-19-dumornay_antonio-,NA,NA,Antonio Dumornay,Antonio,first_last,NA,
440410003,Antonio Hicks,House,GA-04,D,100,0,Georgia 4,D+24,Hank Johnson,Democratic,2006,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GA-04-hicks_antonio-,@ACHforCongress,NA,Antonio Hicks,Antonio,first_last,NA,
440910004,Antwon Stephens,House,GA-09,D,100,0,Georgia 9,R+31,Doug Collins,Republican,2012,Incumbent retiring to run for U.S. senator.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GA-09-stephens_antwon-,@AntwonS2020,NA,Antwon Stephens,Antwon,first_last,NA,
712810006,Ara Manoogian,House,CA-28,D,100,0,California 28,D+23,Adam Schiff,Democratic,2000,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-28-manoogian_ara-,@RepHarley,NA,Ara Manoogian,Ara,first_last,NA,
120510007,Arati Kreibich,House,NJ-05,D,100,0,New Jersey 5,R+3,Josh Gottheimer,Democratic,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NJ-05-kreibich_arati-,@Arati4Congress,NA,Arati Kreibich,Arati,first_last,NA,
430720007,Armani Salado,House,FL-07,R,200,0,Florida 7,EVEN,Stephanie Murphy,Democratic,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL-07-salado_armani-,@historyofarmani,NA,Armani Salado,Armani,first_last,NA,
720420005,Art Robinson,House,OR-04,R,200,0,Oregon 4,EVEN,Peter DeFazio,Democratic,1986,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OR-04-robinson_art-,@ArtForOregon,NA,Art Robinson,Art,first_last,NA,
210320004,Arthur J. Jones,House,IL-03,R,200,0,Illinois 3,D+6,Dan Lipinski,Democratic,2004,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IL-03-jones_arthur-,NA,NA,Arthur Jones,Arthur,mid_init,NA,
131710005,Asha Castleberry-Hernandez,House,NY-17,D,100,0,New York 17,D+7,Nita Lowey,Democratic,1988,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY-17-castleberry-hernandez_asha-,@AshaCastleberry,NA,Asha Castleberry-Hernandez,Asha,first_last,NA,
441110003,Asher Nuckolls,House,GA-11,D,100,0,Georgia 11,R+17,Barry Loudermilk,Republican,2014,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GA-11-nuckolls_asher-,@VoteNuckolls,NA,Asher Nuckolls,Asher,first_last,NA,
120210001,Ashley Bennett,House,NJ-02,D,100,0,New Jersey 2,R+1,Jeff Van Drew,Republican,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NJ-02-bennett_ashley-,@AshleyBennettNJ,NA,Ashley Bennett,Ashley,first_last,NA,
310120003,Ashley Hinson,House,IA-01,R,200,0,Iowa 1,D+1,Abby Finkenauer,Democratic,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA-01-hinson_ashley-,@hinsonashley,NA,Ashley Hinson,Ashley,first_last,NA,
670210004,Ashley Jolin,House,UT-02,D,100,0,Utah 2,R+16,Chris Stewart,Republican,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UT-02-jolin_ashley-,@AshJolin,NA,Ashley Jolin,Ashley,first_last,NA,
491320013,Asusena Resendiz,House,TX-13,R,200,0,Texas 13,R+33,Mac Thornberry,Republican,1994,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-13-resendiz_asusena-,@Asusena4TX,NA,Asusena Resendiz,Asusena,first_last,NA,
660320005,Audra Lee Brown,House,NM-03,R,200,0,New Mexico 3,D+8,Ben Ray Lujan,Democratic,2008,Incumbent retiring to run for U.S. senator.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM-03-brown_audralee-,@TheGreenNinja24,NA,Audra Brown,Audra,mid_name,NA,
710110002,Audrey Denney,House,CA-01,D,100,0,California 1,R+11,Doug LaMalfa,Republican,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-01-denney_audrey-,@audrey4congress,NA,Audrey Denney,Audrey,first_last,NA,
491120010,August Pfluger,House,TX-11,R,200,0,Texas 11,R+32,Mike Conaway,Republican,2004,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-11-pfluger_august-,@AugustPfluger,NA,August Pfluger,August,first_last,NA,
711510004,Austin E. Intal,House,CA-15,D,100,0,California 15,D+20,Eric Swalwell,Democratic,2012,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA-15-intal_austin-,@austinintal,NA,Austin Intal,Austin,mid_init,NA,
21123,Austin Scott,House,GA-08,D,100,1,Georgia 8,R+15,Austin Scott,Republican,2010,Incumbent's intent unknown.,NA,"SCOTT, Austin",S001189,1969,0.569,0.181,-88.76175,0.87763,680,32,0.565,0.264,NA,NA,GA-08-scott_austin-,NA,NA,Austin Scott,Austin,first_last,NA,
491820012,Ava Pate,House,TX-18,R,200,0,Texas 18,D+27,Sheila Jackson Lee,Democratic,1994,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-18-pate_ava-,NA,NA,Ava Pate,Ava,first_last,NA,
21955,Ayanna Pressley,House,MA-07,D,100,1,Massachusetts 7,D+34,Ayanna Pressley,Democratic,2018,Incumbent running.,NA,"PRESSLEY, Ayanna",P000617,1974,-0.286,-0.958,-33.67338,0.95127,674,15,-0.29,-0.957,NA,NA,MA-07-pressley_ayanna-,@AyannaPressley,@RepPressley,Ayanna Pressley,Ayanna,first_last,NA,
460220003,B.C. Hammond,House,MS-02,R,200,0,Mississippi 2,D+14,Bennie Thompson,Democratic,1993 (Special),Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS-02-hammond_bc-,NA,NA,B.C. Hammond,B,first_last,NA,
131410008,Badrun Khan,House,NY-14,D,100,0,New York 14,D+29,Alexandria Ocasio-Cortez,Democratic,2018,Incumbent's intent unknown.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY-14-khan_badrun-,@badrun_khan,NA,Badrun Khan,Badrun,first_last,NA,
492220015,Bangar Reddy,House,TX-22,R,200,0,Texas 22,R+10,Pete Olson,Republican,2008,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-22-reddy_bangar-,@Reddy4Congress,NA,Bangar Reddy,Bangar,first_last,NA,0
29778,Barbara Lee,House,CA-13,D,100,1,California 13,D+40,Barbara Lee,Democratic,1998 (Special),Incumbent running.,NA,"LEE, Barbara",L000551,1946,-0.682,-0.587,-19.21731,0.97205,678,6,-0.545,-0.774,NA,NA,CA-13-lee_barbara-,@BLeeForCongress,@RepBarbaraLee,Barbara Lee,Barbara,first_last,NA,
493010002,Barbara Mallory Caraway,House,TX-30,D,100,0,Texas 30,D+18,Eddie Bernice Johnson,Democratic,1992,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX-30-caraway_barbaramallory-,@CarawayFor30,NA,Barbara Caraway,Barbara,mid_name,NA,
610110001,Barbara McGuire,House,AZ-01,D,100,0,Arizona 1,R+2,Tom O'Halleran,Democratic,2016,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ-01-mcguire_barbara-,@SenBarbMcGuire,NA,Barbara McGuire,Barbara,first_last,NA,
350110004,Barbara Ramsey,House,NE-01,D,100,0,Nebraska 1,R+11,Jeff Fortenberry,Republican,2004,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE-01-ramsey_barbara-,@babsramsey,NA,Barbara Ramsey,Barbara,first_last,NA,
440110004,Barbara Seidman,House,GA-01,D,100,0,Georgia 1,R+9,Buddy Carter,Republican,2014,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GA-01-seidman_barbara-,NA,NA,Barbara Seidman,Barbara,first_last,NA,
21515,Barry Loudermilk,House,GA-11,R,200,1,Georgia 11,R+17,Barry Loudermilk,Republican,2014,Incumbent running.,NA,"LOUDERMILK, Barry D.",L000583,1963,0.688,-0.007,-75.67816,0.88698,631,28,0.711,0.161,NA,NA,GA-11-loudermilk_barry-,@standwithbarry,@RepLoudermilk,Barry Loudermilk,Barry,first_last,NA,
410220007,Barry Moore,House,AL-02,R,200,0,Alabama 2,R+16,Martha Roby,Republican,2010,Incumbent retiring.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AL-02-moore_barry-,@RepBarryMoore,NA,Barry Moore,Barry,first_last,NA,
220610005,Barry Welsh,House,IN-06,D,100,0,Indiana 6,R+18,Greg Pence,Republican,2018,Incumbent running.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IN-06-welsh_barry-,@barrywelsh_usa,NA,Barry Welsh,Barry,first_last,NA,
